ID,Activity,Timestamp,noise
115,Return application back to applicant,2018-02-01 05:49:40.671,
117,Start,2018-02-01 05:55:45.472,Start
117,start_event_Loan  application received,2018-02-01 05:55:45.472,
117,Check  application  form completeness,2018-02-01 06:04:05.774,
117,Return application back to applicant,2018-02-01 07:34:06.154,
116,Check  application  form completeness,2018-02-01 08:30:57.694,
115,Receive updated application,2018-02-01 09:08:21.751,
117,Receive updated application,2018-02-01 10:33:16.614,
117,Check  application  form completeness,2018-02-01 10:45:38.585,
117,Check credit history,2018-02-01 10:51:01.689,
117,Assess loan risk,2018-02-01 11:17:06.250,
115,Check  application  form completeness,2018-02-01 11:57:01.155,
116,Check credit history,2018-02-01 11:59:51.926,
117,Appraise property,2018-02-01 12:27:42.189,
115,Return application back to applicant,2018-02-01 13:28:13.067,
116,Appraise property,2018-02-01 13:48:53.316,
117,Assess eligibility,2018-02-01 14:27:46.537,
117,Check if home insurance quote is requested,2018-02-01 14:49:16.437,
116,Assess loan risk,2018-02-01 14:51:24.139,
115,Receive updated application,2018-02-01 15:04:13.013,
117,end_event_Loan  application approved,2018-02-01 15:33:56.269,true
117,Send home insurance quote,2018-02-01 15:33:56.269,
115,Check  application  form completeness,2018-02-01 17:02:11.568,
117,Verify repayment agreement,2018-02-01 17:28:38.276,
116,Check credit history,2018-02-01 17:37:26.992,true
116,Assess eligibility,2018-02-01 17:37:26.992,
117,Cancel application,2018-02-01 17:43:01.745,
117,end_event_Loan  application canceled,2018-02-01 18:14:22.436,
117,End,2018-02-01 18:14:22.436,End
115,Appraise property,2018-02-01 19:37:04.550,
115,Check credit history,2018-02-01 20:39:11.307,
116,Reject application,2018-02-01 20:55:05.501,
115,Assess loan risk,2018-02-01 20:59:19.716,
115,Assess eligibility,2018-02-01 21:16:18.182,
116,end_event_Loan application rejected,2018-02-01 21:40:26.950,
116,End,2018-02-01 21:40:26.950,End
115,Reject application,2018-02-01 22:07:47.740,
115,end_event_Loan application rejected,2018-02-01 22:10:38.069,
115,End,2018-02-01 22:10:38.069,End
118,start_event_Loan  application received,2018-02-02 23:27:53.905,
118,Start,2018-02-02 23:27:53.905,Start
118,Check  application  form completeness,2018-02-03 00:31:53.708,
118,Check credit history,2018-02-03 01:51:15.192,
118,Assess loan risk,2018-02-03 01:56:38.277,
118,Send home insurance quote,2018-02-03 01:56:38.277,true
118,Appraise property,2018-02-03 02:15:44.621,
118,Assess eligibility,2018-02-03 03:03:57.247,
118,Reject application,2018-02-03 04:31:13.190,
118,End,2018-02-03 04:42:30.753,End
118,end_event_Loan application rejected,2018-02-03 04:42:30.753,
119,Start,2018-02-05 23:02:29.912,Start
119,start_event_Loan  application received,2018-02-05 23:02:29.912,
119,Approve application,2018-02-05 23:02:29.912,true
119,Check  application  form completeness,2018-02-05 23:16:25.791,
119,Return application back to applicant,2018-02-06 01:15:08.797,
119,Cancel application,2018-02-06 01:15:08.797,true
119,Receive updated application,2018-02-06 02:19:18.701,
119,Check  application  form completeness,2018-02-06 04:52:48.769,
119,Return application back to applicant,2018-02-06 05:16:38.975,
119,Receive updated application,2018-02-06 05:37:59.561,
120,start_event_Loan  application received,2018-02-06 09:41:03.620,
120,Start,2018-02-06 09:41:03.620,Start
119,Check  application  form completeness,2018-02-06 10:10:25.654,
120,Check  application  form completeness,2018-02-06 10:39:04.409,
120,Check credit history,2018-02-06 11:37:43.985,
120,Assess loan risk,2018-02-06 11:47:18.539,
119,Return application back to applicant,2018-02-06 13:04:28.891,
120,start_event_Loan  application received,2018-02-06 13:18:18.542,true
120,Appraise property,2018-02-06 13:18:18.542,
119,Receive updated application,2018-02-06 13:26:22.300,
121,start_event_Loan  application received,2018-02-06 13:39:06.337,
121,Start,2018-02-06 13:39:06.337,Start
119,Check  application  form completeness,2018-02-06 14:03:06.221,
120,Assess eligibility,2018-02-06 14:08:46.062,
120,Assess loan risk,2018-02-06 14:08:46.062,true
121,Check  application  form completeness,2018-02-06 14:17:54.535,
121,Appraise property,2018-02-06 14:18:05.023,
120,Check if home insurance quote is requested,2018-02-06 14:32:52.323,
119,Return application back to applicant,2018-02-06 15:13:11.676,
121,Check credit history,2018-02-06 15:24:13.150,
120,Send acceptance pack,2018-02-06 15:36:41.623,
121,Assess loan risk,2018-02-06 15:59:58.401,
121,Assess eligibility,2018-02-06 16:03:21.264,
121,Check if home insurance quote is requested,2018-02-06 16:25:40.880,
119,Receive updated application,2018-02-06 16:29:48.136,
121,Send acceptance pack,2018-02-06 16:36:56.782,
119,Check  application  form completeness,2018-02-06 16:45:09.766,
119,Check credit history,2018-02-06 16:48:48.937,
119,Appraise property,2018-02-06 16:57:27.851,
121,Verify repayment agreement,2018-02-06 17:08:26.398,
120,Verify repayment agreement,2018-02-06 17:11:10.903,
120,Appraise property,2018-02-06 17:11:10.903,true
121,Approve application,2018-02-06 17:21:16.795,
121,end_event_Loan  application approved,2018-02-06 17:37:27.528,
121,End,2018-02-06 17:37:27.528,End
122,Start,2018-02-06 17:37:27.528,Start
122,Send acceptance pack,2018-02-06 17:37:27.528,true
119,Assess loan risk,2018-02-06 19:30:52.847,
119,Assess eligibility,2018-02-06 20:05:37.435,
119,Check if home insurance quote is requested,2018-02-06 20:21:50.628,
120,Approve application,2018-02-06 21:08:30.062,
120,end_event_Loan  application approved,2018-02-06 21:19:00.202,
120,End,2018-02-06 21:19:00.202,End
119,Send home insurance quote,2018-02-06 21:46:01.466,
119,Verify repayment agreement,2018-02-06 22:04:26.284,
119,Send acceptance pack,2018-02-07 01:25:51.411,true
119,Approve application,2018-02-07 01:25:51.411,
119,End,2018-02-07 03:35:26.816,End
119,end_event_Loan  application approved,2018-02-07 03:35:26.816,
122,start_event_Loan  application received,2018-02-07 11:27:21.707,
122,Check  application  form completeness,2018-02-07 13:02:11.149,
122,Return application back to applicant,2018-02-07 13:03:02.387,
122,Receive updated application,2018-02-07 13:28:27.503,
122,Check  application  form completeness,2018-02-07 16:50:49.328,
122,Check if home insurance quote is requested,2018-02-07 16:50:49.328,true
122,Return application back to applicant,2018-02-07 18:00:24.862,
122,Assess eligibility,2018-02-07 18:00:24.862,true
122,Receive updated application,2018-02-07 18:45:16.900,
122,Check  application  form completeness,2018-02-07 20:24:58.829,
122,Check credit history,2018-02-07 21:32:06.075,
122,Appraise property,2018-02-07 21:57:31.623,
122,Assess loan risk,2018-02-08 02:44:49.775,
122,Assess eligibility,2018-02-08 03:40:55.767,
122,Check if home insurance quote is requested,2018-02-08 04:39:18.617,
122,Send home insurance quote,2018-02-08 05:25:40.810,
122,Verify repayment agreement,2018-02-08 06:39:40.198,
122,Cancel application,2018-02-08 08:58:43.633,
122,end_event_Loan  application canceled,2018-02-08 09:08:18.759,
122,End,2018-02-08 09:08:18.759,End
123,Start,2018-02-09 02:04:24.021,Start
123,start_event_Loan  application received,2018-02-09 02:04:24.021,
123,Assess loan risk,2018-02-09 02:04:24.021,true
123,Check  application  form completeness,2018-02-09 02:19:24.905,
123,Check credit history,2018-02-09 02:40:38.496,
123,Assess loan risk,2018-02-09 04:30:17.982,
124,start_event_Loan  application received,2018-02-09 04:59:12.843,
124,Start,2018-02-09 04:59:12.843,Start
123,Appraise property,2018-02-09 06:41:00.378,
124,Check  application  form completeness,2018-02-09 06:55:16.513,
123,Assess eligibility,2018-02-09 06:55:51.054,
123,Check if home insurance quote is requested,2018-02-09 07:04:52.249,
123,Send acceptance pack,2018-02-09 07:29:02.832,
123,Send acceptance pack,2018-02-09 07:29:02.832,true
124,Appraise property,2018-02-09 08:27:47.418,
123,Verify repayment agreement,2018-02-09 08:29:39.343,
123,Cancel application,2018-02-09 08:58:07.449,
124,Check credit history,2018-02-09 09:08:20.047,
123,end_event_Loan  application canceled,2018-02-09 09:43:17.477,
123,End,2018-02-09 09:43:17.477,End
124,Assess loan risk,2018-02-09 11:21:33.127,
124,Assess eligibility,2018-02-09 12:25:19.802,
124,Check if home insurance quote is requested,2018-02-09 13:39:07.597,
124,Send acceptance pack,2018-02-09 14:04:34.987,
124,Verify repayment agreement,2018-02-09 15:48:32.401,
124,Cancel application,2018-02-09 16:10:05.791,
124,end_event_Loan  application canceled,2018-02-09 16:36:43.897,
124,End,2018-02-09 16:36:43.897,End
125,Start,2018-02-09 16:36:43.897,Start
125,Receive updated application,2018-02-09 16:36:43.897,true
125,start_event_Loan  application received,2018-02-09 19:42:27.277,
125,Check  application  form completeness,2018-02-09 19:57:59.274,
125,Return application back to applicant,2018-02-09 20:02:44.824,
125,Receive updated application,2018-02-09 22:06:05.356,
125,Check  application  form completeness,2018-02-09 22:06:18.516,
125,Return application back to applicant,2018-02-09 22:08:25.692,
125,Receive updated application,2018-02-09 22:16:47.535,
125,Check  application  form completeness,2018-02-10 01:20:57.645,
125,Check credit history,2018-02-10 02:52:41.259,
125,Appraise property,2018-02-10 04:40:26.656,
125,Assess loan risk,2018-02-10 05:18:20.358,
125,Assess eligibility,2018-02-10 06:04:20.088,
125,Return application back to applicant,2018-02-10 06:04:20.088,true
125,Reject application,2018-02-10 06:12:58.250,
125,end_event_Loan application rejected,2018-02-10 08:07:29.609,
125,End,2018-02-10 08:07:29.609,End
126,Start,2018-02-11 07:52:00.186,Start
126,start_event_Loan  application received,2018-02-11 07:52:00.186,
126,Check  application  form completeness,2018-02-11 08:58:41.840,
126,Return application back to applicant,2018-02-11 09:37:44.426,
126,Receive updated application,2018-02-11 11:14:36.977,
126,Check  application  form completeness,2018-02-11 12:28:05.513,
126,Appraise property,2018-02-11 14:26:15.014,
126,Check credit history,2018-02-11 17:35:38.380,
126,start_event_Loan  application received,2018-02-11 19:20:20.663,true
126,Assess loan risk,2018-02-11 19:20:20.663,
126,Assess eligibility,2018-02-11 19:45:43.122,
127,Start,2018-02-11 20:20:38.142,Start
127,start_event_Loan  application received,2018-02-11 20:20:38.142,
127,Check  application  form completeness,2018-02-11 20:53:58.379,
126,Reject application,2018-02-11 21:36:01.077,
127,Return application back to applicant,2018-02-11 22:30:19.261,
127,Receive updated application,2018-02-11 23:26:35.988,
127,Appraise property,2018-02-11 23:26:35.988,true
127,Check  application  form completeness,2018-02-11 23:39:42.301,
126,end_event_Loan application rejected,2018-02-11 23:53:03.858,
126,End,2018-02-11 23:53:03.858,End
127,Return application back to applicant,2018-02-11 23:55:26.714,
127,Receive updated application,2018-02-12 01:24:20.526,
127,Check  application  form completeness,2018-02-12 02:16:24.916,
127,Check credit history,2018-02-12 02:52:44.016,
127,Appraise property,2018-02-12 04:47:25.143,
127,Assess loan risk,2018-02-12 05:51:01.680,
127,Assess eligibility,2018-02-12 06:11:57.864,
127,Check if home insurance quote is requested,2018-02-12 07:42:57.687,
127,Send home insurance quote,2018-02-12 07:46:07.366,
127,Verify repayment agreement,2018-02-12 08:55:19.999,
127,Approve application,2018-02-12 09:09:26.806,
127,end_event_Loan  application approved,2018-02-12 09:37:15.800,
127,Send acceptance pack,2018-02-12 09:37:15.800,true
127,End,2018-02-12 09:37:15.800,End
128,Start,2018-02-12 09:37:15.800,Start
128,Return application back to applicant,2018-02-12 09:37:15.800,true
128,start_event_Loan  application received,2018-02-15 02:31:43.084,
128,Verify repayment agreement,2018-02-15 03:04:41.891,true
128,Check  application  form completeness,2018-02-15 03:04:41.891,
128,Return application back to applicant,2018-02-15 04:22:02.541,
128,Receive updated application,2018-02-15 05:15:44.562,
128,Check  application  form completeness,2018-02-15 07:01:58.032,
128,Check credit history,2018-02-15 07:30:41.219,
128,Assess loan risk,2018-02-15 07:31:58.958,
128,Appraise property,2018-02-15 08:23:59.513,
128,Assess eligibility,2018-02-15 08:56:09.071,
128,Reject application,2018-02-15 09:36:17.913,
128,end_event_Loan application rejected,2018-02-15 11:32:47.131,
128,Verify repayment agreement,2018-02-15 11:32:47.131,true
128,End,2018-02-15 11:32:47.131,End
129,Start,2018-02-15 18:12:56.753,Start
129,start_event_Loan  application received,2018-02-15 18:12:56.753,
129,Check  application  form completeness,2018-02-15 18:16:44.768,
129,Return application back to applicant,2018-02-15 18:17:40.415,
129,Receive updated application,2018-02-15 20:53:17.893,
129,Check credit history,2018-02-15 20:53:17.893,true
129,Check  application  form completeness,2018-02-15 22:27:35.535,
129,Check credit history,2018-02-15 22:31:02.670,
129,Appraise property,2018-02-16 02:27:16.477,
129,Assess loan risk,2018-02-16 03:03:25.380,
129,Assess eligibility,2018-02-16 03:16:12.937,
129,Reject application,2018-02-16 03:16:42.904,
129,end_event_Loan application rejected,2018-02-16 05:13:08.482,
129,Appraise property,2018-02-16 05:13:08.482,true
129,End,2018-02-16 05:13:08.482,End
130,Start,2018-02-16 13:06:09.631,Start
130,start_event_Loan  application received,2018-02-16 13:06:09.631,
130,Check  application  form completeness,2018-02-16 14:06:15.112,
130,Return application back to applicant,2018-02-16 14:36:48.602,
130,Receive updated application,2018-02-16 15:16:21.577,true
130,Receive updated application,2018-02-16 15:16:21.577,
130,Check  application  form completeness,2018-02-16 16:44:36.775,
130,start_event_Loan  application received,2018-02-16 16:44:36.775,true
130,Return application back to applicant,2018-02-16 17:26:54.985,
130,Receive updated application,2018-02-16 19:16:43.584,
130,Check  application  form completeness,2018-02-16 19:25:41.196,
130,Return application back to applicant,2018-02-16 19:34:11.069,
130,Receive updated application,2018-02-16 19:53:54.415,
130,Check  application  form completeness,2018-02-16 20:06:20.246,
130,Return application back to applicant,2018-02-16 20:49:07.832,
130,Receive updated application,2018-02-17 00:34:01.897,
130,Check  application  form completeness,2018-02-17 02:32:07.308,
130,Return application back to applicant,2018-02-17 03:44:27.318,
130,Receive updated application,2018-02-17 04:07:07.247,
130,Check  application  form completeness,2018-02-17 04:13:59.922,
130,Appraise property,2018-02-17 08:21:44.063,
130,Check credit history,2018-02-17 08:36:16.048,
130,Assess loan risk,2018-02-17 09:21:54.671,
130,Assess eligibility,2018-02-17 14:04:37.377,
130,Reject application,2018-02-17 15:06:03.756,
130,end_event_Loan application rejected,2018-02-17 15:06:50.655,
130,Send acceptance pack,2018-02-17 15:06:50.655,true
130,End,2018-02-17 15:06:50.655,End
131,Start,2018-02-19 17:14:14.476,Start
131,start_event_Loan  application received,2018-02-19 17:14:14.476,
131,Check  application  form completeness,2018-02-19 18:42:30.017,
131,Check if home insurance quote is requested,2018-02-19 18:42:30.017,true
131,Return application back to applicant,2018-02-19 21:16:04.363,
131,Receive updated application,2018-02-19 21:29:52.075,
131,Approve application,2018-02-19 21:29:52.075,true
131,Receive updated application,2018-02-19 22:28:34.687,true
131,Check  application  form completeness,2018-02-19 22:28:34.687,
131,Appraise property,2018-02-19 23:35:34.899,
131,Check credit history,2018-02-20 00:00:20.266,
131,end_event_Loan application rejected,2018-02-20 00:00:20.266,true
131,Assess loan risk,2018-02-20 00:35:19.873,
131,Assess eligibility,2018-02-20 01:44:08.445,
131,Check if home insurance quote is requested,2018-02-20 02:35:17.568,
131,Send acceptance pack,2018-02-20 04:25:57.519,
131,Verify repayment agreement,2018-02-20 06:40:12.922,
131,Cancel application,2018-02-20 06:59:38.111,
131,end_event_Loan  application canceled,2018-02-20 08:30:05.793,
131,End,2018-02-20 08:30:05.793,End
132,Start,2018-02-20 08:30:05.793,Start
132,Send home insurance quote,2018-02-20 08:30:05.793,true
132,Cancel application,2018-02-22 17:03:03.667,true
132,start_event_Loan  application received,2018-02-22 17:03:03.667,
132,Check  application  form completeness,2018-02-22 17:11:42.982,
132,Reject application,2018-02-22 17:11:42.982,true
132,Return application back to applicant,2018-02-22 19:06:56.720,
132,Receive updated application,2018-02-22 21:09:46.081,
132,Check  application  form completeness,2018-02-22 21:48:38.634,
132,Verify repayment agreement,2018-02-22 21:48:38.634,true
132,Appraise property,2018-02-22 22:51:41.940,
132,Check credit history,2018-02-22 23:10:42.243,
132,Assess loan risk,2018-02-22 23:36:13.661,
132,Assess eligibility,2018-02-22 23:38:59.775,
132,Check if home insurance quote is requested,2018-02-22 23:45:41.082,
132,Send home insurance quote,2018-02-23 03:01:05.734,
132,Verify repayment agreement,2018-02-23 03:22:15.168,
132,Approve application,2018-02-23 05:44:37.089,
132,End,2018-02-23 05:58:47.701,End
132,end_event_Loan  application approved,2018-02-23 05:58:47.701,
133,Start,2018-02-25 06:37:30.499,Start
133,start_event_Loan  application received,2018-02-25 06:37:30.499,
133,Check  application  form completeness,2018-02-25 07:41:29.438,
133,Return application back to applicant,2018-02-25 07:52:03.336,
133,Receive updated application,2018-02-25 08:10:02.779,
133,Assess eligibility,2018-02-25 08:10:02.779,true
133,Check  application  form completeness,2018-02-25 09:00:49.802,
133,end_event_Loan  application approved,2018-02-25 09:00:49.802,true
133,Appraise property,2018-02-25 09:43:25.889,
133,Check credit history,2018-02-25 10:13:33.511,
133,Assess loan risk,2018-02-25 10:36:56.511,
133,Assess eligibility,2018-02-25 12:29:11.767,
133,Reject application,2018-02-25 12:38:27.970,
133,Send home insurance quote,2018-02-25 12:38:27.970,true
134,Start,2018-02-25 12:53:59.421,Start
134,Receive updated application,2018-02-25 12:53:59.421,true
133,end_event_Loan application rejected,2018-02-25 12:53:59.421,
133,End,2018-02-25 12:53:59.421,End
134,start_event_Loan  application received,2018-02-27 01:02:01.431,
134,Check  application  form completeness,2018-02-27 01:04:15.143,
134,Check credit history,2018-02-27 01:55:41.598,
134,Appraise property,2018-02-27 04:06:14.062,
134,Assess loan risk,2018-02-27 04:11:45.992,
134,Assess eligibility,2018-02-27 04:27:35.098,
134,Check if home insurance quote is requested,2018-02-27 07:04:29.451,
135,start_event_Loan  application received,2018-02-27 07:56:08.788,
135,Start,2018-02-27 07:56:08.788,Start
135,Check  application  form completeness,2018-02-27 09:06:09.606,
134,Send home insurance quote,2018-02-27 09:06:23.518,
134,Verify repayment agreement,2018-02-27 09:17:24.976,
134,Cancel application,2018-02-27 09:56:39.118,
134,Return application back to applicant,2018-02-27 09:56:39.118,true
135,Approve application,2018-02-27 10:11:12.641,true
135,Return application back to applicant,2018-02-27 10:11:12.641,
135,Receive updated application,2018-02-27 10:53:31.893,
134,end_event_Loan  application canceled,2018-02-27 11:25:05.484,
134,End,2018-02-27 11:25:05.484,End
135,Check  application  form completeness,2018-02-27 11:59:26.103,
135,Return application back to applicant,2018-02-27 12:56:58.761,
135,Receive updated application,2018-02-27 13:03:35.874,
135,Check  application  form completeness,2018-02-27 13:25:29.443,
135,Check credit history,2018-02-27 16:36:06.697,
135,Appraise property,2018-02-27 18:00:07.589,
135,Assess loan risk,2018-02-27 18:36:30.071,
135,Assess eligibility,2018-02-27 19:14:15.568,
135,Check if home insurance quote is requested,2018-02-27 19:24:49.597,
135,Send home insurance quote,2018-02-27 19:47:47.312,
135,Verify repayment agreement,2018-02-27 19:48:49.308,
135,Cancel application,2018-02-27 19:58:15.857,
135,end_event_Loan  application canceled,2018-02-27 19:59:08.294,
135,End,2018-02-27 19:59:08.294,End
136,Start,2018-02-28 02:05:39.418,Start
136,start_event_Loan  application received,2018-02-28 02:05:39.418,
136,Reject application,2018-02-28 02:05:39.418,true
136,Check  application  form completeness,2018-02-28 02:16:43.920,
136,Check credit history,2018-02-28 03:44:33.290,
136,Assess loan risk,2018-02-28 04:40:00.434,
136,Appraise property,2018-02-28 04:55:31.828,
136,Assess eligibility,2018-02-28 05:03:36.570,
136,Reject application,2018-02-28 05:24:23.398,
136,End,2018-02-28 07:20:17.623,End
136,end_event_Loan application rejected,2018-02-28 07:20:17.623,
137,Start,2018-02-28 18:15:14.019,Start
137,start_event_Loan  application received,2018-02-28 18:15:14.019,
137,Check  application  form completeness,2018-02-28 18:25:31.419,
137,Return application back to applicant,2018-02-28 19:00:48.536,
137,Receive updated application,2018-02-28 19:36:09.450,
137,Assess eligibility,2018-02-28 19:36:09.450,true
137,Check  application  form completeness,2018-02-28 19:49:25.295,
138,Verify repayment agreement,2018-02-28 20:11:04.895,true
138,start_event_Loan  application received,2018-02-28 20:11:04.895,
138,Start,2018-02-28 20:11:04.895,Start
137,Check credit history,2018-02-28 20:18:57.813,
137,Appraise property,2018-02-28 20:25:18.324,
137,Assess loan risk,2018-02-28 20:40:13.615,
137,Assess eligibility,2018-02-28 20:49:18.954,
137,Check  application  form completeness,2018-02-28 20:49:18.954,true
137,Check if home insurance quote is requested,2018-02-28 21:40:38.422,
138,Check  application  form completeness,2018-02-28 21:40:59.521,
137,Send home insurance quote,2018-02-28 22:03:58.829,
138,Return application back to applicant,2018-02-28 22:38:37.529,
138,Receive updated application,2018-02-28 23:23:42.517,
138,Check  application  form completeness,2018-02-28 23:36:29.009,
137,Verify repayment agreement,2018-02-28 23:49:11.250,
138,Return application back to applicant,2018-03-01 01:03:33.856,
138,Receive updated application,2018-03-01 01:14:23.822,
138,Check  application  form completeness,2018-03-01 01:34:54.498,
138,Check credit history,2018-03-01 01:43:04.629,
138,Appraise property,2018-03-01 03:44:43.868,
137,Cancel application,2018-03-01 03:56:55.950,
137,end_event_Loan  application canceled,2018-03-01 03:58:02.577,
137,End,2018-03-01 03:58:02.577,End
138,Assess loan risk,2018-03-01 05:09:14.538,
138,Assess eligibility,2018-03-01 05:24:17.242,
138,Reject application,2018-03-01 09:21:28.511,
138,end_event_Loan application rejected,2018-03-01 09:37:14.069,
138,end_event_Loan  application approved,2018-03-01 09:37:14.069,true
138,End,2018-03-01 09:37:14.069,End
139,Start,2018-03-01 19:54:59.532,Start
139,start_event_Loan  application received,2018-03-01 19:54:59.532,
139,Check  application  form completeness,2018-03-01 20:58:40.673,
139,Return application back to applicant,2018-03-01 21:21:37.636,
139,Receive updated application,2018-03-01 22:17:41.984,
139,Check  application  form completeness,2018-03-01 22:33:39.291,
139,Return application back to applicant,2018-03-02 01:59:07.914,
139,Receive updated application,2018-03-02 05:16:57.661,
139,Check  application  form completeness,2018-03-02 05:50:33.072,
139,Appraise property,2018-03-02 05:55:03.946,
139,Check credit history,2018-03-02 06:26:49.142,
139,Assess loan risk,2018-03-02 08:11:33.152,
139,Assess eligibility,2018-03-02 11:26:13.408,
139,Reject application,2018-03-02 12:24:21.368,
139,end_event_Loan application rejected,2018-03-02 13:40:29.874,
139,End,2018-03-02 13:40:29.874,End
140,Start,2018-03-03 00:04:36.713,Start
140,start_event_Loan  application received,2018-03-03 00:04:36.713,
140,Check  application  form completeness,2018-03-03 00:11:38.803,
140,Check credit history,2018-03-03 00:48:15.664,
140,Appraise property,2018-03-03 00:48:42.358,
140,Assess loan risk,2018-03-03 01:36:32.170,
140,Assess eligibility,2018-03-03 05:08:36.582,
140,Reject application,2018-03-03 06:47:19.544,
140,end_event_Loan application rejected,2018-03-03 07:04:12.014,
140,Assess loan risk,2018-03-03 07:04:12.014,true
140,End,2018-03-03 07:04:12.014,End
141,Start,2018-03-03 09:19:13.183,Start
141,start_event_Loan  application received,2018-03-03 09:19:13.183,
141,Check  application  form completeness,2018-03-03 10:40:26.598,
141,Return application back to applicant,2018-03-03 10:58:44.258,
141,Receive updated application,2018-03-03 11:49:43.419,
141,Check  application  form completeness,2018-03-03 12:26:30.169,
141,Return application back to applicant,2018-03-03 13:54:30.151,
141,Receive updated application,2018-03-03 14:22:30.084,
141,Check  application  form completeness,2018-03-03 14:27:34.644,
141,Send acceptance pack,2018-03-03 14:27:34.644,true
141,Cancel application,2018-03-03 14:48:38.209,true
141,Return application back to applicant,2018-03-03 14:48:38.209,
141,Receive updated application,2018-03-03 15:23:46.335,
141,Check  application  form completeness,2018-03-03 15:53:31.823,
141,Return application back to applicant,2018-03-03 19:26:39.778,
141,Receive updated application,2018-03-03 20:29:07.945,
141,Check  application  form completeness,2018-03-03 22:11:54.161,
141,Return application back to applicant,2018-03-03 22:22:09.141,
141,Receive updated application,2018-03-03 23:39:05.180,
141,Check  application  form completeness,2018-03-04 00:03:34.862,
141,Check credit history,2018-03-04 00:06:46.956,
141,Appraise property,2018-03-04 03:17:56.930,
141,Assess loan risk,2018-03-04 03:53:58.482,
141,end_event_Loan  application canceled,2018-03-04 03:53:58.482,true
141,Assess eligibility,2018-03-04 03:56:48.359,
141,start_event_Loan  application received,2018-03-04 03:56:48.359,true
141,Reject application,2018-03-04 04:19:01.396,
141,end_event_Loan application rejected,2018-03-04 04:39:59.479,
141,Cancel application,2018-03-04 04:39:59.479,true
141,End,2018-03-04 04:39:59.479,End
142,Start,2018-03-05 08:43:49.318,Start
142,start_event_Loan  application received,2018-03-05 08:43:49.318,
142,Check  application  form completeness,2018-03-05 08:57:47.870,
142,Return application back to applicant,2018-03-05 09:30:09.793,
142,Receive updated application,2018-03-05 09:47:54.620,
142,Check  application  form completeness,2018-03-05 10:20:02.566,
142,Return application back to applicant,2018-03-05 13:07:24.882,
142,Receive updated application,2018-03-05 13:12:38.204,
142,Verify repayment agreement,2018-03-05 13:12:38.204,true
142,Check  application  form completeness,2018-03-05 13:21:33.173,
142,Return application back to applicant,2018-03-05 14:17:33.756,
142,Receive updated application,2018-03-05 14:37:44.872,
142,Check  application  form completeness,2018-03-05 18:05:28.484,
142,Return application back to applicant,2018-03-05 19:15:42.547,
142,Receive updated application,2018-03-05 20:57:17.235,
142,Check  application  form completeness,2018-03-05 22:12:49.105,
142,Check credit history,2018-03-05 22:23:19.281,
142,Assess loan risk,2018-03-05 22:37:49.212,
142,Appraise property,2018-03-05 23:24:42.565,
142,Assess eligibility,2018-03-06 00:43:37.903,
142,Check if home insurance quote is requested,2018-03-06 00:55:56.999,
142,Send home insurance quote,2018-03-06 01:25:48.313,
142,Verify repayment agreement,2018-03-06 01:58:46.577,
142,Cancel application,2018-03-06 03:05:31.494,
143,start_event_Loan  application received,2018-03-06 04:12:38.763,
143,Start,2018-03-06 04:12:38.763,Start
143,Check  application  form completeness,2018-03-06 04:22:18.009,
143,Check credit history,2018-03-06 04:50:33.834,
143,Assess loan risk,2018-03-06 05:17:20.985,
143,Appraise property,2018-03-06 05:21:47.032,
143,Assess eligibility,2018-03-06 05:44:28.201,
143,end_event_Loan application rejected,2018-03-06 05:44:28.201,true
143,Reject application,2018-03-06 05:53:54.522,
143,end_event_Loan application rejected,2018-03-06 06:58:30.854,
143,End,2018-03-06 06:58:30.854,End
144,Start,2018-03-06 07:37:27.904,Start
144,start_event_Loan  application received,2018-03-06 07:37:27.904,
145,Start,2018-03-06 08:36:17.847,Start
145,start_event_Loan  application received,2018-03-06 08:36:17.847,
144,Check  application  form completeness,2018-03-06 08:49:41.534,
145,Check  application  form completeness,2018-03-06 08:54:47.143,
142,End,2018-03-06 09:42:38.424,End
142,end_event_Loan  application canceled,2018-03-06 09:42:38.424,
144,Appraise property,2018-03-06 10:06:44.626,
145,Appraise property,2018-03-06 10:14:41.328,
145,Check credit history,2018-03-06 10:23:06.846,
144,Check credit history,2018-03-06 10:56:51.965,
145,Assess loan risk,2018-03-06 11:24:29.136,
146,start_event_Loan  application received,2018-03-06 12:19:38.189,
145,Assess eligibility,2018-03-06 12:34:08.631,
144,Assess loan risk,2018-03-06 12:50:29.414,
144,Assess eligibility,2018-03-06 13:05:11.698,
144,Reject application,2018-03-06 13:07:43.611,
144,Cancel application,2018-03-06 13:28:02.938,true
144,end_event_Loan application rejected,2018-03-06 13:28:02.938,
144,End,2018-03-06 13:28:02.938,End
146,Check  application  form completeness,2018-03-06 14:52:41.524,
146,Return application back to applicant,2018-03-06 15:17:35.094,
145,Check if home insurance quote is requested,2018-03-06 16:56:32.230,
145,Send acceptance pack,2018-03-06 17:28:43.836,
146,Receive updated application,2018-03-06 17:32:07.761,
146,Reject application,2018-03-06 17:57:55.169,true
146,Check  application  form completeness,2018-03-06 17:57:55.169,
145,Verify repayment agreement,2018-03-06 18:26:01.553,
146,Appraise property,2018-03-06 19:07:53.807,
146,Send home insurance quote,2018-03-06 19:07:53.807,true
146,Check credit history,2018-03-06 19:14:35.555,
145,Approve application,2018-03-06 19:38:01.721,
146,Start,2018-03-06 19:54:11.947,Start
